"date","hits","keyword","geo","time","gprop","category"
2017-06-25,73,"high speed","US","2015-01-01 2019-12-31","web",0
2017-07-02,72,"high speed","US","2015-01-01 2019-12-31","web",0
2017-07-09,79,"high speed","US","2015-01-01 2019-12-31","web",0
2017-07-16,83,"high speed","US","2015-01-01 2019-12-31","web",0
2017-07-23,73,"high speed","US","2015-01-01 2019-12-31","web",0
2017-07-30,75,"high speed","US","2015-01-01 2019-12-31","web",0
2017-08-06,72,"high speed","US","2015-01-01 2019-12-31","web",0
2017-08-13,76,"high speed","US","2015-01-01 2019-12-31","web",0
2017-08-20,66,"high speed","US","2015-01-01 2019-12-31","web",0
2017-08-27,66,"high speed","US","2015-01-01 2019-12-31","web",0
2017-09-03,64,"high speed","US","2015-01-01 2019-12-31","web",0
2017-09-10,68,"high speed","US","2015-01-01 2019-12-31","web",0
2017-09-17,71,"high speed","US","2015-01-01 2019-12-31","web",0
2017-09-24,69,"high speed","US","2015-01-01 2019-12-31","web",0
2017-10-01,68,"high speed","US","2015-01-01 2019-12-31","web",0
2017-10-08,67,"high speed","US","2015-01-01 2019-12-31","web",0
2017-10-15,68,"high speed","US","2015-01-01 2019-12-31","web",0
2017-10-22,73,"high speed","US","2015-01-01 2019-12-31","web",0
2017-10-29,72,"high speed","US","2015-01-01 2019-12-31","web",0
2017-11-05,71,"high speed","US","2015-01-01 2019-12-31","web",0
2017-11-12,67,"high speed","US","2015-01-01 2019-12-31","web",0
2017-11-19,65,"high speed","US","2015-01-01 2019-12-31","web",0
2017-11-26,70,"high speed","US","2015-01-01 2019-12-31","web",0
2017-12-03,66,"high speed","US","2015-01-01 2019-12-31","web",0
2017-12-10,67,"high speed","US","2015-01-01 2019-12-31","web",0
2017-12-17,74,"high speed","US","2015-01-01 2019-12-31","web",0
2017-12-24,67,"high speed","US","2015-01-01 2019-12-31","web",0
2017-12-31,66,"high speed","US","2015-01-01 2019-12-31","web",0
2018-01-07,65,"high speed","US","2015-01-01 2019-12-31","web",0
2018-01-14,73,"high speed","US","2015-01-01 2019-12-31","web",0
2018-01-21,81,"high speed","US","2015-01-01 2019-12-31","web",0
2018-01-28,70,"high speed","US","2015-01-01 2019-12-31","web",0
2018-02-04,70,"high speed","US","2015-01-01 2019-12-31","web",0
2018-02-11,69,"high speed","US","2015-01-01 2019-12-31","web",0
2018-02-18,70,"high speed","US","2015-01-01 2019-12-31","web",0
2018-02-25,75,"high speed","US","2015-01-01 2019-12-31","web",0
2018-03-04,72,"high speed","US","2015-01-01 2019-12-31","web",0
2018-03-11,72,"high speed","US","2015-01-01 2019-12-31","web",0
2018-03-18,73,"high speed","US","2015-01-01 2019-12-31","web",0
2018-03-25,69,"high speed","US","2015-01-01 2019-12-31","web",0
2018-04-01,72,"high speed","US","2015-01-01 2019-12-31","web",0
2018-04-08,73,"high speed","US","2015-01-01 2019-12-31","web",0
2018-04-15,64,"high speed","US","2015-01-01 2019-12-31","web",0
2018-04-22,64,"high speed","US","2015-01-01 2019-12-31","web",0
2018-04-29,70,"high speed","US","2015-01-01 2019-12-31","web",0
2018-05-06,68,"high speed","US","2015-01-01 2019-12-31","web",0
2018-05-13,64,"high speed","US","2015-01-01 2019-12-31","web",0
2018-05-20,70,"high speed","US","2015-01-01 2019-12-31","web",0
2018-05-27,68,"high speed","US","2015-01-01 2019-12-31","web",0
2018-06-03,74,"high speed","US","2015-01-01 2019-12-31","web",0
2018-06-10,73,"high speed","US","2015-01-01 2019-12-31","web",0
2018-06-17,68,"high speed","US","2015-01-01 2019-12-31","web",0
2018-06-24,65,"high speed","US","2015-01-01 2019-12-31","web",0
2018-07-01,63,"high speed","US","2015-01-01 2019-12-31","web",0
2018-07-08,67,"high speed","US","2015-01-01 2019-12-31","web",0
2018-07-15,69,"high speed","US","2015-01-01 2019-12-31","web",0
2018-07-22,72,"high speed","US","2015-01-01 2019-12-31","web",0
2018-07-29,69,"high speed","US","2015-01-01 2019-12-31","web",0
2018-08-05,71,"high speed","US","2015-01-01 2019-12-31","web",0
2018-08-12,66,"high speed","US","2015-01-01 2019-12-31","web",0
2018-08-19,68,"high speed","US","2015-01-01 2019-12-31","web",0
2018-08-26,68,"high speed","US","2015-01-01 2019-12-31","web",0
2018-09-02,71,"high speed","US","2015-01-01 2019-12-31","web",0
2018-09-09,60,"high speed","US","2015-01-01 2019-12-31","web",0
2018-09-16,69,"high speed","US","2015-01-01 2019-12-31","web",0
2018-09-23,65,"high speed","US","2015-01-01 2019-12-31","web",0
2018-09-30,65,"high speed","US","2015-01-01 2019-12-31","web",0
2018-10-07,69,"high speed","US","2015-01-01 2019-12-31","web",0
2018-10-14,61,"high speed","US","2015-01-01 2019-12-31","web",0
2018-10-21,64,"high speed","US","2015-01-01 2019-12-31","web",0
2018-10-28,62,"high speed","US","2015-01-01 2019-12-31","web",0
2018-11-04,61,"high speed","US","2015-01-01 2019-12-31","web",0
2018-11-11,72,"high speed","US","2015-01-01 2019-12-31","web",0
2018-11-18,62,"high speed","US","2015-01-01 2019-12-31","web",0
2018-11-25,73,"high speed","US","2015-01-01 2019-12-31","web",0
2018-12-02,66,"high speed","US","2015-01-01 2019-12-31","web",0
2018-12-09,63,"high speed","US","2015-01-01 2019-12-31","web",0
2018-12-16,66,"high speed","US","2015-01-01 2019-12-31","web",0
2018-12-23,67,"high speed","US","2015-01-01 2019-12-31","web",0
2018-12-30,75,"high speed","US","2015-01-01 2019-12-31","web",0
2019-01-06,69,"high speed","US","2015-01-01 2019-12-31","web",0
2019-01-13,70,"high speed","US","2015-01-01 2019-12-31","web",0
2019-01-20,62,"high speed","US","2015-01-01 2019-12-31","web",0
2019-01-27,67,"high speed","US","2015-01-01 2019-12-31","web",0
2019-02-03,67,"high speed","US","2015-01-01 2019-12-31","web",0
2019-02-10,100,"high speed","US","2015-01-01 2019-12-31","web",0
2019-02-17,90,"high speed","US","2015-01-01 2019-12-31","web",0
2019-02-24,66,"high speed","US","2015-01-01 2019-12-31","web",0
2019-03-03,59,"high speed","US","2015-01-01 2019-12-31","web",0
2019-03-10,68,"high speed","US","2015-01-01 2019-12-31","web",0
2019-03-17,67,"high speed","US","2015-01-01 2019-12-31","web",0
2019-03-24,68,"high speed","US","2015-01-01 2019-12-31","web",0
2019-03-31,72,"high speed","US","2015-01-01 2019-12-31","web",0
2019-04-07,69,"high speed","US","2015-01-01 2019-12-31","web",0
2019-04-14,63,"high speed","US","2015-01-01 2019-12-31","web",0
2019-04-21,68,"high speed","US","2015-01-01 2019-12-31","web",0
2019-04-28,70,"high speed","US","2015-01-01 2019-12-31","web",0
2019-05-05,70,"high speed","US","2015-01-01 2019-12-31","web",0
2019-05-12,73,"high speed","US","2015-01-01 2019-12-31","web",0
2019-05-19,75,"high speed","US","2015-01-01 2019-12-31","web",0
2019-05-26,70,"high speed","US","2015-01-01 2019-12-31","web",0
2019-06-02,67,"high speed","US","2015-01-01 2019-12-31","web",0
2019-06-09,63,"high speed","US","2015-01-01 2019-12-31","web",0
2019-06-16,69,"high speed","US","2015-01-01 2019-12-31","web",0
2019-06-23,67,"high speed","US","2015-01-01 2019-12-31","web",0
2019-06-30,67,"high speed","US","2015-01-01 2019-12-31","web",0
2019-07-07,66,"high speed","US","2015-01-01 2019-12-31","web",0
2019-07-14,69,"high speed","US","2015-01-01 2019-12-31","web",0
2019-07-21,66,"high speed","US","2015-01-01 2019-12-31","web",0
2019-07-28,65,"high speed","US","2015-01-01 2019-12-31","web",0
2019-08-04,69,"high speed","US","2015-01-01 2019-12-31","web",0
2019-08-11,66,"high speed","US","2015-01-01 2019-12-31","web",0
2019-08-18,65,"high speed","US","2015-01-01 2019-12-31","web",0
2019-08-25,65,"high speed","US","2015-01-01 2019-12-31","web",0
2019-09-01,70,"high speed","US","2015-01-01 2019-12-31","web",0
2019-09-08,65,"high speed","US","2015-01-01 2019-12-31","web",0
2019-09-15,67,"high speed","US","2015-01-01 2019-12-31","web",0
2019-09-22,64,"high speed","US","2015-01-01 2019-12-31","web",0
2019-09-29,64,"high speed","US","2015-01-01 2019-12-31","web",0
2019-10-06,60,"high speed","US","2015-01-01 2019-12-31","web",0
2019-10-13,64,"high speed","US","2015-01-01 2019-12-31","web",0
2019-10-20,64,"high speed","US","2015-01-01 2019-12-31","web",0
2019-10-27,60,"high speed","US","2015-01-01 2019-12-31","web",0
2019-11-03,60,"high speed","US","2015-01-01 2019-12-31","web",0
2019-11-10,61,"high speed","US","2015-01-01 2019-12-31","web",0
2019-11-17,58,"high speed","US","2015-01-01 2019-12-31","web",0
2019-11-24,59,"high speed","US","2015-01-01 2019-12-31","web",0
2019-12-01,70,"high speed","US","2015-01-01 2019-12-31","web",0
2019-12-08,57,"high speed","US","2015-01-01 2019-12-31","web",0
2019-12-15,68,"high speed","US","2015-01-01 2019-12-31","web",0
2019-12-22,61,"high speed","US","2015-01-01 2019-12-31","web",0
2019-12-29,63,"high speed","US","2015-01-01 2019-12-31","web",0
